FID,FID_,Inspection,License__,Risk,str_Name,Zip,Latitude,Longitude,Violation,Type,count_ins,D_crime,Exp,D_rodent,D_sani,D_envir,year_built,Pass1
718,2155,1106914,26910,Risk 1 (High),HOWARD,60626,42.019333109999998,-87.680021530000005,1,Canvass,2,600.191400000000040,0,413.009400000000030,544.510200000000050,3056.573199999999800,1931,1
719,5143,1228069,26998,Risk 1 (High),31ST,60616,41.837965789999998,-87.643906729999998,1,Canvass,1,324.576799999999990,0,544.856300000000030,442.572400000000020,1669.930000000000100,2005,1
720,11346,1271500,26999,Risk 1 (High),BELMONT,60634,41.938523879999998,-87.778768510000006,1,Canvass,1,395.214499999999990,1,299.008600000000000,849.196199999999980,2266.535300000000000,1956,1
721,3265,1324679,27005,Risk 1 (High),WELLS,60610,41.908022400000000,-87.634467799999996,1,Canvass,1,112.568500000000000,1,213.507700000000000,229.511000000000000,990.552699999999960,1903,1
722,3135,1092618,27121,Risk 1 (High),HALSTED,60614,41.913773140000004,-87.648506949999998,1,Canvass,1,240.402500000000000,1,222.530499999999990,220.608499999999990,1727.973700000000000,1889,1
723,2400,1188749,27123,Risk 1 (High),GRAND,60639,41.919087589999997,-87.768218480000002,1,Canvass,1,401.251399999999990,1,1299.768000000000000,536.883600000000000,2700.975399999999800,1957,1
724,9104,1326596,27137,Risk 1 (High),CLARK,60640,41.976301149999998,-87.668275940000001,1,Canvass Re-Inspection,2,277.676100000000020,1,677.106099999999970,894.023599999999990,1476.206600000000000,1919,0
725,6117,1322561,27298,Risk 1 (High),SOUTHPORT,60657,41.942397849999999,-87.663741169999994,1,Canvass,1,312.048400000000020,1,95.508099999999999,429.315499999999990,2220.367999999999900,1881,1
726,7007,1335759,27303,Risk 1 (High),SUPERIOR,60611,41.895593099999999,-87.626582490000004,1,Canvass,1,319.526700000000010,1,393.059700000000020,338.040700000000020,436.559399999999980,1891,1
727,10709,1290285,27392,Risk 2 (Medium),CENTRAL,60638,41.776733890000003,-87.761527939999993,1,Canvass,1,420.665000000000020,0,441.963500000000010,543.168599999999970,3754.780600000000000,1942,1
728,1878,1369918,27474,Risk 1 (High),MADISON,60661,41.881994339999999,-87.639758680000000,1,Canvass,1,891.258900000000040,1,376.133800000000010,701.284499999999980,1334.471700000000100,1988,1
729,5370,1235886,27480,Risk 1 (High),ARGYLE,60640,41.973168399999999,-87.657363579999995,1,Canvass Re-Inspection,2,712.240800000000040,1,468.245600000000020,238.732300000000010,674.714000000000060,1916,0
730,1383,1345637,27496,Risk 2 (Medium),MICHIGAN,60601,41.886567370000002,-87.624384669999998,1,Canvass,1,353.858299999999990,0,408.428800000000020,401.025500000000020,770.336300000000050,1980,1
731,1323,1375263,27508,Risk 1 (High),GRANVILLE,60660,41.994460730000000,-87.658788849999993,1,Canvass,1,428.608400000000020,1,171.232800000000000,236.772799999999990,1917.109700000000000,1924,1
732,4657,1354096,27520,Risk 2 (Medium),KIMBALL,60618,41.939731750000000,-87.712665380000004,1,Canvass,1,301.976800000000030,1,286.428800000000020,546.734699999999980,2177.236800000000100,1967,1
733,10411,1292330,27617,Risk 1 (High),LA,60604,41.878542930000002,-87.632120580000006,1,Canvass,1,633.392600000000020,0,305.315299999999980,366.432999999999990,1526.536100000000000,1924,1
734,6113,1092476,27794,Risk 1 (High),LINCOLN,60614,41.925602220000002,-87.649189289999995,1,Canvass,1,331.680999999999980,1,342.702000000000000,125.121399999999990,1589.500500000000100,1974,1
735,2996,1343469,27813,Risk 1 (High),FULLERTON,60647,41.924783580000003,-87.711086690000002,1,Canvass,1,486.074999999999990,1,69.304500000000004,384.679700000000030,1308.354499999999900,1905,1
736,11168,1321425,27835,Risk 1 (High),MILWAUKEE,60646,41.984010869999999,-87.775172470000001,1,Canvass,1,452.553999999999970,0,328.613499999999990,433.329500000000000,3508.946800000000200,1929,1
737,10047,1084418,27859,Risk 1 (High),MILLARD,60623,41.842441809999997,-87.716105339999999,1,Canvass,1,660.949399999999970,0,503.495299999999990,304.860099999999990,1963.970900000000000,1911,1
738,11291,1321348,27871,Risk 1 (High),PULASKI,60630,41.963927830000003,-87.727763330000002,1,Canvass,1,484.577900000000000,1,325.487199999999970,513.278000000000020,1617.846900000000000,1929,1
739,10111,1198715,27874,Risk 1 (High),WELLS,60614,41.911619000000002,-87.634577960000001,1,Canvass,1,501.998299999999970,1,128.122600000000010,406.764599999999970,603.268400000000040,2007,1
740,3618,1115003,27947,Risk 1 (High),PLYMOUTH,60604,41.877588529999997,-87.628880730000006,1,Canvass Re-Inspection,2,296.760299999999970,0,239.532000000000010,275.803400000000010,1023.570300000000000,1926,0
741,5232,1106697,28008,Risk 1 (High),SHERIDAN,60626,42.006679790000000,-87.661418200000000,1,Canvass,1,456.210699999999970,0,272.266500000000010,326.378699999999980,2060.647100000000100,1973,1
742,4185,1324623,28011,Risk 2 (Medium),RIVERSIDE,60606,41.881977050000003,-87.638875839999997,1,Complaint,1,839.722999999999960,0,340.980300000000000,682.538999999999990,1346.603699999999900,1929,1
743,4153,1166374,28113,Risk 2 (Medium),CICERO,60641,41.952310189999999,-87.747433700000002,1,Complaint,2,430.408999999999990,1,283.466099999999980,404.258899999999980,2307.966600000000200,1913,1
744,6923,1329314,28117,Risk 1 (High),HARLEM,60634,41.947681529999997,-87.806942629999995,1,Canvass,1,145.019000000000010,1,144.868900000000000,66.161500000000004,2772.549100000000200,1989,0
745,5674,1099072,28135,Risk 1 (High),LINCOLN,60625,41.970550220000000,-87.689936509999995,1,Canvass,1,557.625800000000030,1,251.080099999999990,355.775199999999980,470.240200000000020,1928,1
746,3512,1092601,28176,Risk 1 (High),CLARK,60614,41.920808479999998,-87.637424629999998,1,Canvass,1,681.298700000000050,1,159.218200000000000,765.577499999999990,571.363000000000060,1896,1
747,10038,1324332,28260,Risk 1 (High),TAYLOR,60607,41.869576750000000,-87.653675770000007,1,Canvass,1,317.395500000000030,0,415.733700000000000,359.204200000000010,2030.589300000000100,2006,1
748,927,1383248,28299,Risk 1 (High),MILWAUKEE,60642,41.901283640000003,-87.663483619999994,1,Complaint,2,355.776200000000020,0,214.400900000000010,158.525200000000010,2588.167899999999900,1882,1
749,8612,1227870,28327,Risk 1 (High),DAMEN,60609,41.809160429999999,-87.675099189999997,1,Short Form Complaint,2,397.509099999999990,0,429.992399999999980,543.520800000000010,2967.989000000000000,2006,1
750,5711,1228034,28472,Risk 2 (Medium),DR,60616,41.831639899999999,-87.616827360000002,1,Short Form Complaint,2,753.574700000000010,0,513.918800000000030,712.208300000000010,740.900499999999970,1957,1
751,6466,1114870,28473,Risk 2 (Medium),WABASH,60616,41.852980260000002,-87.625648470000002,1,Canvass,1,1007.732300000000000,0,215.119400000000010,841.644000000000010,1125.566200000000000,1991,1
752,3630,1360692,28475,Risk 2 (Medium),ADDISON,60618,41.946736270000002,-87.708425980000001,1,Canvass,1,747.931299999999960,0,301.773799999999990,646.691500000000020,2135.723900000000000,1987,1
753,9434,1326391,28476,Risk 2 (Medium),NORTH,60639,41.909480830000000,-87.766410969999995,1,Short Form Complaint,2,491.708399999999980,0,409.358600000000020,548.973100000000040,1045.472000000000000,1987,1
754,6783,1335892,28477,Risk 2 (Medium),79TH,60619,41.751603230000001,-87.586565429999993,1,Complaint Re-Inspection,2,700.365400000000020,0,640.049099999999950,349.767000000000000,2350.415599999999800,1994,1
755,8778,1072338,28479,Risk 2 (Medium),79TH,60620,41.750534979999998,-87.658652059999994,1,Canvass,1,440.716700000000000,0,176.346499999999990,293.531700000000000,1960.629400000000000,1987,1
756,7303,1335614,28480,Risk 2 (Medium),ASHLAND,60608,41.835340520000003,-87.665537360000002,1,Complaint,1,390.271300000000000,0,70.065399999999997,519.368299999999980,2510.233999999999900,1886,1
757,2488,1369468,28481,Risk 2 (Medium),JEFFERY,60617,41.722737389999999,-87.575508029999995,1,Complaint,1,549.116099999999960,0,563.185500000000050,192.251700000000000,2017.315100000000000,1988,1
758,2944,1072573,28482,Risk 2 (Medium),WESTERN,60636,41.768243970000000,-87.683193799999998,0,Short Form Complaint,3,392.601499999999990,0,277.328899999999980,137.885600000000010,2707.684299999999900,1930,0
759,3758,1360626,28483,Risk 2 (Medium),RIDGE,60660,41.989676940000003,-87.670206820000004,1,Canvass,1,518.793999999999980,0,465.326100000000000,538.167299999999950,3262.139600000000000,1992,1
760,5872,1329363,28484,Risk 2 (Medium),HARLEM,60634,41.937346140000002,-87.806873350000004,1,Canvass,1,570.653500000000010,0,291.312599999999970,794.691699999999970,3183.449200000000000,1990,1
761,10492,1154867,28486,Risk 2 (Medium),HALSTED,60628,41.692671240000003,-87.642532619999997,1,Complaint,1,279.770800000000010,0,352.098000000000010,254.954800000000010,2725.400299999999800,1961,1
762,141,1376125,28487,Risk 2 (Medium),MICHIGAN,60628,41.707156859999998,-87.620070479999995,1,Canvass,1,479.884599999999980,0,714.900200000000040,602.709799999999970,2654.350500000000000,1888,1
763,5028,1151487,28488,Risk 2 (Medium),63RD,60629,41.778544189999998,-87.741895349999993,1,Short Form Complaint,2,846.608799999999970,0,671.892100000000030,1181.979100000000000,4975.245399999999800,1994,1
764,3695,1367246,28489,Risk 2 (Medium),MADISON,60624,41.880645649999998,-87.723370939999995,1,Short Form Complaint,5,660.853600000000030,0,207.373400000000000,213.677600000000010,1685.707300000000000,1988,0
765,800,1228335,28490,Risk 2 (Medium),55TH,60609,41.794139309999998,-87.664226520000000,1,Canvass,1,433.035300000000010,0,344.440499999999990,438.196500000000010,1978.859500000000000,1994,1
766,8637,1326831,28491,Risk 2 (Medium),HARLEM,60631,42.018651509999998,-87.806699879999996,1,Canvass,1,3101.145399999999900,0,1980.643800000000100,817.040600000000040,7071.328999999999700,2006,1
767,8692,1324388,28552,Risk 1 (High),HALSTED,60661,41.879519520000002,-87.647437819999993,1,Canvass Re-Inspection,2,612.659700000000040,1,704.682400000000030,629.646799999999980,1246.408400000000000,1894,0
768,7881,1198835,28578,Risk 1 (High),WRIGHTWOOD,60614,41.928986860000002,-87.661679919999997,1,Canvass Re-Inspection,2,408.539899999999990,1,163.749200000000000,199.762300000000010,1436.757499999999900,1896,1
769,8439,1235736,28689,Risk 1 (High),ARGYLE,60640,41.973148899999998,-87.658875910000006,1,Consultation,2,724.476999999999980,1,493.423700000000000,273.254700000000010,722.719399999999950,1896,1
770,6672,1335958,28690,Risk 2 (Medium),BRYN,60660,41.983529060000002,-87.659154560000005,1,Complaint Re-Inspection,2,363.332800000000020,1,356.688699999999980,666.736800000000020,1606.409500000000000,1914,0
771,9246,1151191,28748,Risk 1 (High),103RD,60655,41.706487109999998,-87.682302680000006,1,Canvass,1,822.674899999999980,1,539.667800000000060,916.276600000000030,4113.641400000000400,1962,1
772,5983,1329362,28851,Risk 1 (High),CENTRAL,60634,41.937581520000002,-87.766314890000004,1,Canvass,1,512.912600000000000,1,552.703700000000030,458.342100000000020,2673.717799999999900,1979,1
773,6404,1336081,28853,Risk 1 (High),MILWAUKEE,60630,41.977763930000002,-87.769829849999994,1,Canvass Re-Inspection,2,614.558800000000020,1,656.115699999999950,739.743900000000050,3145.126499999999900,1959,0
774,565,1375852,28863,Risk 2 (Medium),W,60641,41.960927730000002,-87.739335859999997,1,Canvass,1,430.654400000000010,1,382.516599999999980,561.017500000000040,1633.396500000000100,1926,1
775,8386,1322458,28875,Risk 1 (High),CLARK,60657,41.942110270000001,-87.652249549999993,1,Canvass,1,549.518400000000040,1,141.455500000000000,348.743299999999980,947.400399999999990,1909,1
776,5020,1365207,28886,Risk 1 (High),SUPERIOR,60611,41.895604120000002,-87.625977250000005,1,Complaint Re-Inspection,2,306.356800000000020,1,378.593599999999980,262.429399999999990,399.021200000000020,1900,1
777,3726,1115000,28891,Risk 1 (High),LYNN,60605,41.862306080000003,-87.609522249999998,1,Canvass,1,3351.370399999999800,0,3126.442300000000200,3649.225300000000100,4322.841300000000000,2006,1
778,2351,1369579,29132,Risk 1 (High),ELSTON,60630,41.970731870000002,-87.744192069999997,1,Complaint,2,411.181800000000010,1,829.508100000000010,468.457900000000000,2461.838600000000000,1924,1
779,1790,1236055,29151,Risk 1 (High),SHEFFIELD,60657,41.940455450000002,-87.654270850000003,1,Canvass Re-Inspection,2,329.148100000000000,1,54.570500000000003,223.179000000000000,705.204100000000040,1903,0
780,3912,1114995,29162,Risk 1 (High),MICHIGAN,60604,41.879489329999998,-87.624498119999998,1,Canvass,1,740.942599999999970,0,280.668600000000030,781.299200000000040,753.229000000000040,1958,1
781,4324,1324620,29177,Risk 1 (High),WACKER,60606,41.881407209999999,-87.637155089999993,1,Short Form Complaint,3,716.550600000000030,0,188.301300000000000,753.667400000000040,1277.427700000000000,1987,1
782,6412,1092460,29270,Risk 1 (High),HALSTED,60614,41.926907000000000,-87.648665100000002,1,Canvass,1,361.484899999999980,1,214.944099999999990,282.565800000000020,1644.717400000000000,1891,1
783,4634,1228091,29331,Risk 1 (High),WENTWORTH,60616,41.841722820000001,-87.631918200000001,1,Canvass Re-Inspection,2,306.197600000000020,0,497.652800000000010,704.032299999999960,3318.273299999999800,1991,1
784,6332,1336107,29348,Risk 1 (High),BLUE,60608,41.856942949999997,-87.662119980000000,1,Canvass,1,621.105900000000020,1,415.292100000000000,210.122600000000010,1352.967500000000000,1889,1
785,2737,1319792,29445,Risk 1 (High),HARRISON,60607,41.874463419999998,-87.643815930000002,1,Canvass Re-Inspection,2,794.306600000000000,0,848.769499999999990,949.959899999999950,2097.489000000000000,1989,0
786,941,1391274,29497,Risk 1 (High),DEARBORN,60610,41.905651140000003,-87.630183759999994,1,Canvass,2,296.660100000000000,0,111.490600000000000,372.548200000000010,551.032900000000040,1949,1
787,1402,1319885,29507,Risk 1 (High),POLK,60607,41.872112610000002,-87.641305250000002,1,Canvass Re-Inspection,2,773.023500000000010,0,1260.738900000000100,1581.388200000000100,1877.118999999999900,1922,0
788,7983,1151269,29514,Risk 1 (High),KEDZIE,60655,41.693078700000001,-87.700734130000001,1,Canvass Re-Inspection,2,1021.958500000000000,1,571.437800000000040,538.860300000000050,5921.785399999999800,1960,0
789,1876,1369914,29539,Risk 1 (High),IRVING,60618,41.953997919999999,-87.682062419999994,1,Canvass,1,660.517900000000050,0,384.519200000000010,479.072299999999980,1501.063699999999900,1916,1
790,6050,1353318,29570,Risk 1 (High),TOUHY,60666,42.008536399999997,-87.914428439999995,1,Canvass,1,21617.163300000000000,0,16610.321300000000000,22284.153100000000000,29084.714400000001000,2006,1
791,5626,1106668,29726,Risk 1 (High),LINCOLN,60659,41.993498170000002,-87.712204330000006,1,Canvass Re-Inspection,2,507.558800000000020,0,499.760100000000020,1211.790199999999900,3571.806399999999900,2006,0
792,5543,1329387,29735,Risk 2 (Medium),WESTERN,60659,41.995704949999997,-87.689964000000003,1,Canvass,1,617.453300000000010,1,273.024499999999990,317.226299999999980,1156.124200000000000,1985,1
793,12,1372339,29962,Risk 1 (High),SUPERIOR,60654,41.895463440000000,-87.635599490000004,0,Canvass Re-Inspection,3,90.820599999999999,0,453.034299999999970,918.557999999999990,823.466500000000000,1891,0
794,8301,1319502,29965,Risk 1 (High),55TH,60615,41.795079729999998,-87.587126540000000,1,Complaint,1,603.530099999999950,0,107.818900000000000,848.393900000000030,1772.464099999999900,1929,1
795,8200,1322473,29989,Risk 1 (High),BROADWAY,60657,41.937999789999999,-87.644184730000006,1,Canvass,1,359.066599999999990,1,180.631100000000000,238.020500000000000,1018.622200000000000,1911,1
796,8848,1114763,30142,Risk 1 (High),DEARBORN,60605,41.875237560000002,-87.629077839999994,1,Canvass,1,613.385099999999970,0,120.991800000000000,874.971800000000030,497.606600000000010,1949,1
797,3594,1166389,30212,Risk 1 (High),BELMONT,60641,41.938784130000002,-87.758637140000005,0,Short Form Complaint,4,485.727800000000000,1,228.280399999999990,445.126300000000010,2994.454499999999800,1958,1
798,10775,1307209,30218,Risk 2 (Medium),IRVING,60634,41.952657449999997,-87.806288469999998,1,Canvass,1,423.640300000000020,1,1454.278100000000000,1010.857999999999900,3941.561299999999800,2006,1
799,5858,1353398,30231,Risk 2 (Medium),MILWAUKEE,60630,41.970677590000001,-87.763428939999997,1,Canvass,1,356.745700000000000,1,239.689899999999990,580.280099999999950,2189.260699999999800,1985,1
800,2618,1345582,30270,Risk 1 (High),MICHIGAN,60601,41.887004419999997,-87.624394659999993,1,Canvass Re-Inspection,2,334.748899999999990,0,430.045099999999990,470.031400000000020,771.391899999999960,1925,1
801,5602,1353537,30370,Risk 1 (High),HALSTED,60614,41.920478439999997,-87.648738399999999,1,Canvass,1,431.183800000000020,1,166.480799999999990,166.596499999999990,1222.954999999999900,1891,1
802,10060,1146323,30377,Risk 1 (High),ARCHER,60632,41.816291739999997,-87.700889779999997,1,Canvass,1,175.188799999999990,1,923.461199999999960,455.995299999999990,2099.125000000000000,1919,1
803,10212,1322006,30442,Risk 1 (High),MILWAUKEE,60647,41.930039940000000,-87.709227889999994,1,Canvass Re-Inspection,2,386.847100000000010,1,257.171499999999980,192.175900000000010,889.165499999999950,1923,1
804,1554,1361459,30466,Risk 1 (High),DIVISION,60622,41.902894439999997,-87.688233870000005,1,Short Form Complaint,2,359.970000000000030,0,322.823600000000000,572.321699999999960,3058.320200000000100,1904,1
805,5822,1198944,30486,Risk 1 (High),SEDGWICK,60614,41.917559290000000,-87.638645260000004,1,Canvass Re-Inspection,2,499.112100000000000,1,172.776299999999990,309.638699999999970,682.409099999999970,1893,1
806,3366,1199075,30543,Risk 1 (High),CLYBOURN,60614,41.917323760000002,-87.658247450000005,1,Canvass Re-Inspection,2,318.793600000000030,1,298.552700000000020,263.554599999999990,672.112799999999990,1881,0
807,11471,1188467,30566,Risk 1 (High),WESTERN,60645,42.016457799999998,-87.690354749999997,1,Canvass,1,977.029700000000050,1,128.099099999999990,463.521300000000000,3374.975899999999900,1931,1
808,3112,1361089,30598,Risk 1 (High),CLARK,60657,41.945490350000000,-87.655309020000004,1,Canvass Re-Inspection,2,296.768899999999970,1,357.557599999999980,564.755499999999980,1729.807299999999900,1896,0
809,2112,1369777,30631,Risk 1 (High),MCCLURG,60611,41.889118470000000,-87.617754880000007,1,Canvass,1,897.414200000000050,1,529.123600000000010,1345.094200000000000,1180.965999999999900,1989,1
810,1067,1115138,30724,Risk 2 (Medium),DEARBORN,60605,41.874327049999998,-87.629356479999998,1,Canvass,1,589.227700000000030,0,106.385900000000010,931.927400000000030,303.290100000000000,1911,1
811,9817,1277717,30736,Risk 1 (High),ASHLAND,60622,41.912361320000002,-87.667592549999995,1,Canvass,1,353.427700000000020,0,162.587999999999990,665.561900000000040,966.337800000000020,1979,1
812,4925,1099117,30737,Risk 1 (High),LINCOLN,60625,41.963953230000001,-87.685663329999997,1,Canvass,1,383.303499999999990,1,467.441100000000010,930.354000000000040,1340.351000000000100,1913,1
813,2908,1361180,30743,Risk 1 (High),JACKSON,60661,41.877904219999998,-87.642194820000000,1,Complaint,4,224.867899999999990,1,235.123600000000010,571.649199999999950,1301.033100000000100,1951,1
814,723,1375723,30782,Risk 1 (High),LAKE,60657,41.936171649999999,-87.636939049999995,1,Complaint Re-Inspection,3,1318.352699999999900,1,379.639299999999990,889.024000000000000,1315.485100000000100,1990,0
815,2061,1199148,30835,Risk 1 (High),SHEFFIELD,60614,41.917838349999997,-87.653505400000000,1,Canvass,1,398.164800000000010,1,178.641099999999990,212.461199999999990,1313.483199999999900,1896,1
816,2673,1106892,30853,Risk 1 (High),CALIFORNIA,60645,41.999066950000000,-87.699835770000007,1,Canvass,1,262.741300000000020,1,179.813199999999990,384.758600000000000,1467.361300000000000,1955,1
817,10590,1235642,30901,Risk 1 (High),BROADWAY,60660,41.994091830000002,-87.660246110000003,1,Canvass,1,417.649000000000000,1,300.790599999999980,265.638699999999970,2014.905400000000100,1911,1
818,11655,1301141,30948,Risk 1 (High),ARMITAGE,60639,41.917051970000003,-87.726892739999997,1,Canvass,1,414.326199999999970,1,324.694000000000020,571.157000000000040,2368.075800000000100,1916,1
819,8919,1106474,30962,Risk 1 (High),DEVON,60659,41.997550029999999,-87.694023950000002,1,Canvass,1,392.452099999999970,1,381.750299999999980,676.664400000000000,1291.881100000000100,1925,1
820,11449,1098797,30963,Risk 1 (High),LAWRENCE,60625,41.968267699999998,-87.715666990000003,1,Canvass,1,319.975300000000000,1,538.261100000000060,277.366800000000010,1273.396800000000000,1930,1
821,5886,1235854,30984,Risk 1 (High),SHERIDAN,60640,41.964061549999997,-87.654625060000001,1,Canvass,1,390.590800000000000,1,630.077199999999950,452.008500000000030,1613.641800000000100,1989,1
822,6798,1072446,30986,Risk 2 (Medium),UNION,60609,41.830691430000002,-87.643525030000006,1,Canvass,1,709.707700000000050,1,132.106699999999990,526.063999999999960,2441.311900000000200,1993,1
823,9229,1227830,31035,Risk 1 (High),47TH,60653,41.809795479999998,-87.592373870000003,1,Canvass Re-Inspection,2,1024.119999999999900,0,362.277899999999990,810.458499999999960,2313.575100000000000,2006,0
824,7380,1072417,31036,Risk 1 (High),HALSTED,60620,41.747086099999997,-87.644084379999995,1,Canvass,1,483.177799999999990,0,920.897799999999960,592.651700000000010,1805.868199999999900,1956,1
825,6594,1296413,31037,Risk 1 (High),71ST,60649,41.765944740000002,-87.578025890000006,1,Canvass,1,164.914099999999990,0,240.661300000000010,429.824500000000000,1797.184700000000000,1966,1
826,9862,1277712,31058,Risk 1 (High),WESTERN,60622,41.900177419999999,-87.687105130000006,1,Canvass,1,377.036700000000000,0,385.629500000000010,413.571599999999990,2706.994400000000000,1904,1
827,1275,1383220,31079,Risk 1 (High),GRAND,60642,41.891188450000001,-87.657568699999999,1,Canvass,2,322.848900000000010,0,72.062899999999999,256.401500000000000,1450.456600000000000,1894,1
828,10176,1307236,31100,Risk 1 (High),BELMONT,60634,41.938627199999999,-87.770830250000003,1,Canvass,1,157.560700000000000,1,641.000400000000010,472.376700000000030,2594.132900000000100,1951,1
829,2189,1296633,31190,Risk 1 (High),CORTLAND,60622,41.915854879999998,-87.676217910000005,1,Canvass Re-Inspection,2,316.730799999999990,0,227.014999999999990,302.808400000000010,1382.429000000000100,1905,0
830,6778,1092442,31223,Risk 1 (High),HALSTED,60657,41.943442910000002,-87.649517050000000,1,Canvass Re-Inspection,2,263.059100000000000,1,339.747799999999980,156.013600000000000,1192.419599999999900,2006,0
831,686,1110404,31294,Risk 1 (High),MICHIGAN,60611,41.897740859999999,-87.623961320000006,1,Suspected Food Poisoning Re-inspection,4,551.851599999999960,1,334.737799999999990,647.872300000000000,445.903000000000020,1976,0
832,8599,1227867,31349,Risk 1 (High),47TH,60609,41.808411870000000,-87.673410079999996,1,Canvass,1,649.314100000000050,0,336.523700000000020,161.727700000000000,2875.689699999999900,1902,1
833,4853,1354021,31520,Risk 1 (High),WILSON,60640,41.965220819999999,-87.662199279999996,1,Canvass,1,457.504900000000020,1,245.600599999999990,191.791100000000000,365.838500000000010,1919,1
834,9908,1146329,31571,Risk 1 (High),PULASKI,60632,41.798509950000003,-87.723165420000001,1,Canvass,1,677.859400000000050,1,397.963100000000000,715.160700000000020,2828.392199999999800,1957,1
835,4914,1198990,31590,Risk 2 (Medium),FULLERTON,60614,41.924928360000003,-87.676958650000003,1,Complaint,3,1036.252800000000000,0,410.581399999999970,694.051500000000030,1654.855800000000000,1909,1
836,11465,1277641,31700,Risk 1 (High),NORTH,60642,41.910774969999999,-87.650460850000002,1,Complaint Re-Inspection,1,467.156700000000000,0,323.570800000000020,607.427900000000020,840.585400000000050,1998,1
837,11179,1321430,31712,Risk 1 (High),ASHLAND,60608,41.857372450000000,-87.665985669999998,1,Canvass,1,238.692800000000010,1,158.590499999999990,375.876700000000030,973.619699999999970,1889,1
838,11075,1321532,31749,Risk 1 (High),63RD,60638,41.778037699999999,-87.768166550000004,1,Canvass,1,677.362200000000030,0,820.613799999999970,967.322499999999990,3015.051599999999800,1970,1
839,1862,1296655,31820,Risk 2 (Medium),STONY,60617,41.732504579999997,-87.585700480000000,1,Canvass,1,324.326199999999970,0,564.598600000000030,774.749199999999970,2263.191200000000200,1929,1
840,2386,1324717,31823,Risk 1 (High),HUBBARD,60610,41.889951600000003,-87.628228800000002,1,Canvass,1,116.113699999999990,0,532.240099999999980,366.271400000000030,697.364100000000010,1876,1
841,184,1199271,31837,Risk 2 (Medium),CLARK,60614,41.927833819999996,-87.641658809999996,1,Canvass,1,357.065900000000000,1,323.945100000000020,80.168199999999999,568.452499999999990,1952,1
842,1178,1199191,31916,Risk 1 (High),LINCOLN,60614,41.921981000000002,-87.644131669999993,1,Complaint,2,300.272699999999990,1,117.929599999999990,263.690600000000020,1073.201100000000000,1975,1
843,4000,1110365,31949,Risk 1 (High),MICHIGAN,60611,41.893372210000003,-87.624361420000000,1,Canvass,1,385.295300000000000,1,410.895800000000010,605.393400000000040,254.388000000000010,1931,1
844,1797,1343537,31964,Risk 1 (High),KEDZIE,60647,41.927730599999997,-87.707088870000007,1,Canvass,1,492.847500000000030,1,270.888199999999980,423.651299999999990,616.920200000000020,2006,1
845,7967,1329266,32111,Risk 1 (High),IRVING,60634,41.952948509999999,-87.776707340000002,1,Canvass,1,698.489400000000050,1,335.329600000000030,368.178200000000000,1779.898899999999900,1928,1
846,1199,1228293,32172,Risk 1 (High),ARCHER,60616,41.853510030000002,-87.633750469999995,1,Short Form Complaint,2,508.723799999999980,0,404.341799999999980,553.195699999999990,2248.737700000000100,1912,1
847,9677,1092345,32246,Risk 1 (High),IRVING,60613,41.954371760000001,-87.654998109999994,1,Canvass,1,260.878699999999980,0,95.245500000000007,616.740099999999980,1958.169300000000000,1905,1
848,5565,1174559,32259,Risk 1 (High),HALSTED,60661,41.877466970000000,-87.647374459999995,1,Canvass,1,278.021500000000000,1,288.638800000000000,778.172100000000000,1571.529800000000000,1864,1
849,11273,1292272,32269,Risk 2 (Medium),CANAL,60606,41.878531279999997,-87.639427459999993,1,Canvass,1,650.080799999999950,0,531.132399999999960,946.460299999999960,1414.267599999999900,1972,1
850,307,1376036,32316,Risk 2 (Medium),KEDZIE,60623,41.840814129999998,-87.704781429999997,1,Canvass,1,575.302299999999950,0,685.934200000000030,710.844399999999950,2997.738199999999800,1919,1
851,4367,1324615,32317,Risk 1 (High),CANAL,60606,41.878531279999997,-87.639427459999993,1,Complaint,2,650.080799999999950,0,531.132399999999960,946.460299999999960,1414.267599999999900,1972,1
852,4376,1324616,32318,Risk 1 (High),CANAL,60606,41.878531279999997,-87.639427459999993,1,Complaint,2,650.080799999999950,0,531.132399999999960,946.460299999999960,1414.267599999999900,1972,1
853,8171,1151258,32350,Risk 1 (High),CALIFORNIA,60655,41.702013250000000,-87.691523500000002,1,Canvass,1,1882.216799999999900,1,920.555500000000050,1802.035200000000000,4274.814599999999700,1949,1
854,10362,1324318,32359,Risk 1 (High),TAYLOR,60607,41.869332280000002,-87.655106790000005,1,Canvass,1,263.297800000000000,0,352.321100000000000,542.033800000000040,1819.561700000000000,1869,1
855,4410,1324618,32361,Risk 1 (High),CANAL,60606,41.878531279999997,-87.639427459999993,1,Complaint,2,650.080799999999950,0,531.132399999999960,946.460299999999960,1414.267599999999900,1972,1
856,5722,1139036,32388,Risk 1 (High),ORLEANS,60654,41.888741039999999,-87.637080539999999,1,Canvass,1,628.810899999999950,0,796.846099999999980,676.512299999999980,1260.252500000000100,1933,1
857,5721,1139035,32394,Risk 2 (Medium),ORLEANS,60654,41.888741039999999,-87.637080539999999,1,Canvass,1,628.810899999999950,0,796.846099999999980,676.512299999999980,1260.252500000000100,1933,1
858,1348,1383217,32534,Risk 2 (Medium),ASHLAND,60622,41.904523959999999,-87.667674090000006,1,Complaint Re-Inspection,3,269.388300000000020,0,89.222499999999997,452.004000000000020,2558.980300000000200,1899,0
