FID,Inspection,License__,Risk,Zip,Latitude,Longitude,Pass,Violation,exp,Type,year_built,str_name,d_rodent,d_14crime,d_14san_co,d_14en_com,count_insp
2166,1512300,1358610,Risk 1 (High),60638,41.789329320000000,-87.741645640000002,1,1,0,Canvass,2004,CICERO,152.576799999999990,1831.723400000000100,1593.535400000000000,4880.114800000000300,2
2167,1512305,1358614,Risk 1 (High),60638,41.789329320000000,-87.741645640000002,1,1,1,Canvass,2004,CICERO,621.024900000000000,1831.723400000000100,1593.535400000000000,4880.114800000000300,2
2168,1441352,1358623,Risk 1 (High),60657,41.945991900000003,-87.655713190000000,1,1,0,Canvass,1911,CLARK,294.711500000000000,503.866899999999990,119.449299999999990,2258.107199999999900,1
2169,1307650,1358636,Risk 1 (High),60629,41.778643070000001,-87.733412079999994,1,1,0,Canvass,1909,63RD,154.135200000000000,685.373799999999960,532.870000000000000,5120.627300000000100,1
2170,1473875,1379248,Risk 1 (High),60610,41.891527570000001,-87.630341880000003,1,1,1,Canvass Re-Inspection,1931,GRAND,1147.528000000000000,572.101199999999950,587.215000000000030,564.394999999999980,2
2171,1447421,1379334,Risk 1 (High),60606,41.881951880000003,-87.636620350000001,1,1,0,Canvass,2001,WACKER,290.619100000000000,645.404900000000000,600.187400000000030,1318.188900000000100,2
2172,1447230,1379435,Risk 1 (High),60606,41.885620940000003,-87.635066530000003,1,1,0,Canvass,1924,LAKE,94.708600000000004,402.472199999999990,387.408399999999970,2085.954499999999800,1
2173,1490532,1379458,Risk 1 (High),60632,41.794962710000000,-87.723063280000005,1,1,0,Canvass,1959,PULASKI,383.133399999999990,471.786600000000020,378.541600000000020,3054.377300000000100,1
2174,1496542,1379677,Risk 1 (High),60620,41.750065929999998,-87.677489870000002,1,1,0,Canvass,1959,79TH,506.982300000000010,842.062800000000040,670.766799999999990,1828.604000000000000,1
2175,1445252,1379700,Risk 1 (High),60607,41.884769919999997,-87.651967979999995,1,0,1,Canvass,2006,MORGAN,157.222500000000000,573.407900000000040,411.257700000000000,1818.953400000000100,1
2176,1515421,1379731,Risk 1 (High),60642,41.891141490000003,-87.661956680000003,0,1,1,Canvass Re-Inspection,1891,GRAND,456.887299999999980,266.012499999999990,188.831099999999990,2546.185800000000200,3
2177,1464329,1379788,Risk 1 (High),60660,41.994481860000000,-87.657100420000006,1,1,0,Complaint Re-Inspection,1953,GRANVILLE,384.359800000000010,440.016799999999990,845.478600000000030,2021.335800000000100,3
2178,1325153,1379914,Risk 1 (High),60647,41.910017889999999,-87.724478399999995,1,1,0,Canvass,1913,NORTH,21087.105299999999000,505.156499999999990,209.380100000000000,1503.014899999999900,1
2179,1439609,1379974,Risk 1 (High),60611,41.897740859999999,-87.623961320000006,1,0,0,Canvass,1976,MICHIGAN,124.654300000000010,529.496899999999980,346.379099999999990,1356.794200000000000,2
2180,1493583,1380173,Risk 1 (High),60618,41.961082320000003,-87.725867449999996,1,1,0,Canvass Re-Inspection,1928,MONTROSE,334.501100000000010,390.861699999999980,113.906499999999990,1643.898500000000000,2
2181,1418450,1380221,Risk 1 (High),60626,42.019317440000002,-87.677342319999994,1,1,1,Canvass,1974,HOWARD,289.278799999999990,583.154599999999960,619.830000000000040,2481.761800000000200,1
2182,1493985,1380398,Risk 1 (High),60639,41.931772879999997,-87.736675820000002,1,1,0,Canvass,2006,DIVERSEY,341.504399999999980,627.315900000000060,299.240700000000000,3026.632999999999800,1
2183,1497812,1380448,Risk 1 (High),60652,41.754660119999997,-87.741384760000003,0,1,0,Canvass,2005,CICERO,355.738099999999970,1309.174500000000100,1657.994999999999900,5852.117500000000300,3
2184,1490555,1380606,Risk 1 (High),60613,41.958574859999999,-87.653272840000000,0,1,0,Canvass Re-Inspection,1919,BROADWAY,374.764299999999990,470.873899999999990,269.511500000000010,1204.903100000000000,2
2185,1439610,1380994,Risk 1 (High),60611,41.891688520000002,-87.624307180000002,1,1,0,Complaint,1932,MICHIGAN,108.059700000000010,870.822199999999950,530.961300000000050,1324.411200000000000,2
2186,1464488,1381227,Risk 1 (High),60660,41.995649329999999,-87.675598019999995,1,1,0,Complaint Re-Inspection,1972,RIDGE,653.115099999999980,547.631399999999990,827.907100000000010,2028.581400000000000,3
2187,1501464,1381330,Risk 1 (High),60632,41.823474969999999,-87.689181790000006,0,1,0,Complaint Re-Inspection,1888,ARCHER,524.993299999999980,342.506100000000000,547.030300000000010,3519.004600000000200,3
2188,1372624,1381404,Risk 1 (High),60601,41.884623779999998,-87.620476040000000,1,1,1,Canvass,1899,RANDOLPH,613.366200000000050,945.332099999999970,525.430399999999960,1689.940700000000100,1
2189,1424544,1381490,Risk 1 (High),60630,41.975043990000003,-87.748133319999994,1,1,0,Canvass,1900,Cicero,21087.105299999999000,494.562000000000010,793.049099999999950,2271.835599999999900,2
2190,1372398,1381606,Risk 1 (High),60603,41.880664580000001,-87.627089359999999,1,1,0,Canvass,1927,MONROE,210.227100000000010,573.723399999999970,485.790700000000020,828.834200000000010,1
2191,1453499,1381608,Risk 1 (High),60605,41.872798869999997,-87.624337810000000,1,1,1,Canvass,1927,MICHIGAN,305.852100000000010,736.943400000000000,914.951199999999970,1848.973900000000000,2
2192,1453498,1381613,Risk 1 (High),60605,41.872798869999997,-87.624337810000000,1,1,1,Canvass,1927,MICHIGAN,671.519900000000010,736.943400000000000,914.951199999999970,1848.973900000000000,2
2193,1424410,1381615,Risk 1 (High),60666,42.008536399999997,-87.914428439999995,1,1,0,Canvass,2006,TOUHY,246.600599999999990,22126.378400000001000,20207.507300000001000,26816.328000000001000,2
2194,1453539,1381669,Risk 1 (High),60607,41.886637770000000,-87.651587230000004,1,1,1,Canvass,1899,FULTON,131.068800000000010,560.152399999999940,586.084700000000000,1299.228599999999900,1
2195,1493412,1381720,Risk 1 (High),60603,41.880664580000001,-87.627089359999999,0,1,0,Canvass Re-Inspection,1927,MONROE,563.646200000000020,573.723399999999970,485.790700000000020,828.834200000000010,2
2196,1395616,1381754,Risk 1 (High),60620,41.736116610000003,-87.648267169999997,1,1,1,Canvass,1965,87TH,263.280899999999970,275.947400000000020,204.025200000000010,1492.055499999999900,1
2197,1199280,1382056,Risk 1 (High),60611,41.893251249999999,-87.622791840000005,1,1,0,Canvass,2004,ONTARIO,154.216500000000000,739.693999999999960,239.565699999999990,1407.696999999999900,1
2198,1512308,1382280,Risk 1 (High),60622,41.908689500000001,-87.674604560000006,1,1,0,Canvass,1964,MILWAUKEE,79.778700000000001,325.848200000000020,594.087099999999960,1341.295900000000100,1
2199,1325071,1382290,Risk 1 (High),60647,41.913283900000003,-87.677380279999994,1,1,0,Complaint,2006,DAMEN,546.294999999999960,564.829500000000050,212.311399999999990,1771.152200000000000,1
2200,1460093,1382495,Risk 1 (High),60654,41.888074279999998,-87.634955199999993,1,1,0,Canvass,1933,MERCHANDISE,660.785100000000060,719.740000000000010,799.966900000000010,1520.860700000000000,1
2201,1480401,1382568,Risk 1 (High),60623,41.837253990000001,-87.709777799999998,0,1,0,Canvass Re-Inspection,1904,31ST,250.367899999999990,328.544400000000000,363.949799999999980,2721.778299999999900,3
2202,1453683,1382681,Risk 2 (Medium),60604,41.878014489999998,-87.633189029999997,1,1,0,Canvass,1928,JACKSON,477.659699999999990,596.889999999999990,886.967200000000050,1130.397099999999900,1
2203,1493628,1382715,Risk 2 (Medium),60643,41.721413380000001,-87.655781790000006,1,1,0,Canvass,1926,95TH,326.137299999999980,577.354500000000030,571.740000000000010,2204.419500000000000,1
2204,1501628,1382730,Risk 1 (High),60615,41.799569460000001,-87.596319930000007,0,1,1,Canvass,1909,53RD,68.455100000000002,479.646799999999980,793.464200000000010,1730.419300000000000,3
2205,1512825,1382934,Risk 1 (High),60614,41.931187330000000,-87.677055600000003,1,1,0,Canvass,2005,CLYBOURN,917.700900000000050,695.085000000000040,446.947099999999980,1756.601799999999900,4
2206,1395682,1383005,Risk 2 (Medium),60641,41.936753199999998,-87.726972200000006,0,1,0,Complaint Re-Inspection,1987,PULASKI,275.242799999999990,414.356800000000020,258.171499999999980,1441.721399999999900,2
2207,1498176,1383038,Risk 1 (High),60618,41.961088549999999,-87.706252579999997,0,1,0,Canvass,1927,MONTROSE,403.818300000000020,566.415799999999990,283.136500000000010,1093.730299999999900,3
2208,1490772,1383191,Risk 2 (Medium),60655,41.703974889999998,-87.701415519999998,1,1,0,Canvass,1955,KEDZIE,217.743200000000000,1043.571899999999900,731.001700000000030,7167.571399999999800,1
2209,1497013,1383221,Risk 2 (Medium),60618,41.946538980000000,-87.702084889999995,1,1,1,Canvass,1961,ADDISON,276.712400000000000,678.698600000000060,812.810399999999960,1809.527700000000100,1
2210,1424440,1383391,Risk 2 (Medium),60656,41.962767919999997,-87.836840330000001,1,1,0,Canvass,1979,CUMBERLAND,270.600399999999980,3199.985299999999800,1430.596800000000000,6061.596700000000100,1
2211,1496650,1383444,Risk 1 (High),60625,41.968743850000003,-87.687936530000002,0,1,0,Canvass Re-Inspection,1923,LAWRENCE,141.778099999999990,726.522299999999970,496.136300000000010,724.189899999999970,2
2212,1439308,1383452,Risk 1 (High),60611,41.892671290000003,-87.622572199999993,1,1,0,Complaint,1962,OHIO,510.368600000000010,598.237300000000000,47.870399999999997,1199.221900000000000,1
2213,1493250,1383544,Risk 1 (High),60614,41.929842379999997,-87.655126640000006,1,1,0,Canvass,1881,LINCOLN,151.237799999999990,497.028700000000010,136.120100000000010,1327.388300000000100,1
2214,1459680,1383807,Risk 1 (High),60622,41.909708170000002,-87.676193679999997,1,1,0,Canvass,2006,MILWAUKEE,250.631300000000010,267.755699999999990,256.369800000000000,1300.651000000000100,1
2215,1325029,1383921,Risk 1 (High),60612,41.868921680000000,-87.682321669999993,1,1,1,Canvass,1869,TAYLOR,645.445799999999960,500.282600000000000,571.683099999999970,2395.797599999999900,1
2216,1385542,1384031,Risk 1 (High),60644,41.880409999999998,-87.760705779999995,0,1,0,Complaint Re-Inspection,1917,MADISON,215.494599999999990,330.398799999999990,375.363499999999990,3606.481100000000000,5
2217,1490654,1384276,Risk 1 (High),60657,41.945108099999999,-87.654411820000007,1,1,0,Canvass,1948,SHEFFIELD,544.201500000000010,446.721400000000020,362.596499999999990,2188.569300000000100,1
2218,1447328,1403374,Risk 1 (High),60606,41.883661570000001,-87.633723300000000,0,1,0,Complaint Re-Inspection,1990,WELLS,21087.105299999999000,326.581799999999990,296.043299999999990,1675.859600000000000,2
2219,1498030,1403406,Risk 2 (Medium),60614,41.926901000000001,-87.641111480000006,1,1,0,Canvass,2006,CLARK,373.879599999999980,284.009900000000020,139.582200000000000,1169.122200000000000,1
2220,1459234,1403499,Risk 1 (High),60622,41.910729289999999,-87.653152620000000,1,1,1,Canvass,1906,NORTH,171.206200000000000,638.699200000000020,696.427500000000010,1292.115900000000000,1
2221,1498198,1403530,Risk 1 (High),60614,41.926821830000002,-87.641385979999995,1,1,0,Canvass,1891,CLARK,586.373799999999960,281.888500000000020,93.647099999999995,1218.035400000000000,1
2222,1490843,1403566,Risk 1 (High),60614,41.917939269999998,-87.657223939999994,1,1,0,Complaint,1896,ARMITAGE,112.725200000000000,634.343899999999960,147.220800000000000,1688.902000000000000,1
2223,1496754,1403652,Risk 1 (High),60616,41.853766720000003,-87.625665170000005,1,1,0,Canvass,1933,WABASH,195.675800000000010,398.952200000000000,687.782000000000040,1960.657800000000000,1
2224,1496950,1403943,Risk 2 (Medium),60652,41.737561020000001,-87.719167589999998,1,1,0,Canvass,1958,COLUMBUS,477.040300000000000,699.412100000000010,706.596900000000010,4028.453300000000100,1
2225,1464206,1404354,Risk 1 (High),60626,42.002596380000000,-87.660932200000005,0,1,0,Canvass Re-Inspection,1914,SHERIDAN,912.106700000000050,431.295599999999980,611.474500000000030,1643.766300000000000,2
2226,1473963,1422517,Risk 1 (High),60625,41.968405330000003,-87.688271819999997,1,1,0,Canvass,1914,LINCOLN,353.781299999999990,658.486700000000040,461.407300000000020,747.386700000000020,1
2227,1228401,1422648,Risk 1 (High),60604,41.878014489999998,-87.633189029999997,1,1,0,Canvass,1928,JACKSON,817.922000000000030,596.889999999999990,886.967200000000050,1130.397099999999900,1
2228,1490265,1422721,Risk 1 (High),60647,41.922492669999997,-87.702358770000004,1,1,0,Canvass,2006,LYNDALE,471.517900000000000,422.995700000000000,557.693800000000010,1343.710300000000000,1
2229,1418700,1422751,Risk 2 (Medium),60659,41.992344899999999,-87.710323099999997,1,0,0,Short Form Complaint,1956,LINCOLN,420.462899999999990,811.169800000000010,714.625599999999960,3533.245800000000100,2
2230,1395332,1423566,Risk 1 (High),60602,41.882167570000000,-87.627651580000006,1,1,1,Canvass,1906,MADISON,468.132600000000020,431.504200000000030,390.973799999999980,1016.336300000000100,1
2231,1396057,1423731,Risk 1 (High),60647,41.911906920000000,-87.677644299999997,1,1,1,Complaint,1899,DAMEN,0.000000000000000,336.860599999999980,194.524400000000010,1444.831500000000000,1
2232,1447225,1425791,Risk 2 (Medium),60606,41.877791649999999,-87.636524339999994,1,1,0,Canvass,1990,WACKER,525.937999999999990,1051.604100000000000,525.949600000000030,1384.044799999999900,1
2233,1441347,1425810,Risk 2 (Medium),60657,41.940855339999999,-87.649441589999995,1,1,0,Canvass,1900,HALSTED,286.011399999999980,481.418900000000010,523.140599999999950,346.754500000000010,1
2234,1493651,1441893,Risk 1 (High),60618,41.939094779999998,-87.698109500000001,1,1,1,Canvass,1896,ELSTON,94.855599999999995,522.557900000000020,339.075400000000000,935.033999999999990,1
2235,1307538,1441906,Risk 1 (High),60629,41.778784240000000,-87.721575169999994,1,1,0,Canvass,1971,63RD,40.304800000000000,932.463200000000030,534.186000000000040,4295.579499999999800,1
2236,1498042,1441937,Risk 1 (High),60625,41.966744570000003,-87.679273910000006,1,1,0,Canvass Re-Inspection,1924,DAMEN,667.281500000000050,302.168499999999990,702.942500000000000,2024.793100000000100,3
2237,1439345,1441946,Risk 1 (High),60611,41.892249159999999,-87.609518050000005,1,1,0,Canvass,1994,GRAND,449.832900000000000,1153.316800000000100,1932.989900000000000,2969.459699999999900,1
2238,1496672,1442161,Risk 1 (High),60616,41.857990819999998,-87.624082880000003,1,1,0,Canvass Re-Inspection,1923,MICHIGAN,578.695100000000020,618.659200000000060,888.561699999999970,1331.622699999999900,2
2239,1473603,1442257,Risk 1 (High),60647,41.930454019999999,-87.688580250000001,1,1,0,Canvass Re-Inspection,1984,SCHUBERT,478.440200000000000,736.706800000000040,310.501100000000010,1342.693700000000000,2
2240,1480253,1442277,Risk 1 (High),60623,41.851865560000000,-87.722024390000001,1,1,1,Canvass Re-Inspection,1908,OGDEN,560.555200000000010,511.011199999999970,472.074400000000030,1155.710600000000100,2
2241,1496621,1442816,Risk 1 (High),60614,41.911678790000003,-87.634579799999997,0,1,0,Canvass Re-Inspection,2007,WELLS,446.921299999999970,471.275899999999980,366.067600000000030,1388.656999999999900,2
2242,1496828,1443076,Risk 3 (Low),60618,41.942993530000003,-87.712462320000000,1,0,1,Canvass,1950,KIMBALL,638.665700000000020,1308.795499999999900,1115.553000000000100,2159.522300000000100,1
2243,1107157,1443483,Risk 1 (High),60640,41.968490719999998,-87.659816449999994,1,1,0,Canvass,1949,RACINE,118.838700000000000,436.960399999999990,351.557500000000000,552.266100000000050,1
2244,1464508,1443878,Risk 2 (Medium),60660,41.995494280000003,-87.660286369999994,1,1,0,Short Form Complaint,2007,BROADWAY,820.234100000000010,629.541399999999950,405.676300000000030,1787.774300000000000,2
2245,1385220,1443887,Risk 2 (Medium),60639,41.923661060000001,-87.766125520000003,1,1,0,Short Form Complaint,2007,CENTRAL,488.051899999999990,770.800600000000030,466.994800000000000,2271.746700000000100,2
2246,1501404,1443930,Risk 1 (High),60616,41.836371829999997,-87.626380789999999,1,1,1,Short Form Complaint,1953,STATE,87.965199999999996,1214.287900000000000,1062.186500000000000,2782.800099999999900,3
2247,1387725,1444085,Risk 1 (High),60619,41.736735889999999,-87.606417980000003,0,1,1,Complaint,1992,87TH,1127.426400000000100,326.010200000000000,659.368399999999950,2744.276100000000000,2
2248,1387652,1444218,Risk 1 (High),60628,41.689978089999997,-87.622925660000007,1,1,0,Complaint,1959,112TH,160.932999999999990,391.542199999999980,505.198199999999990,2344.960300000000200,2
2249,1286376,1444225,Risk 1 (High),60607,41.869436669999999,-87.662476020000000,1,1,0,Complaint,1899,TAYLOR,191.154599999999990,432.443800000000010,545.217999999999960,3105.924599999999800,1
2250,1199574,1444270,Risk 2 (Medium),60661,41.883108069999999,-87.641377480000003,0,1,0,Canvass Re-Inspection,2003,CLINTON,21087.105299999999000,941.126999999999950,629.196900000000030,1462.367099999999900,2
2251,1512539,1444299,Risk 1 (High),60641,41.960550880000000,-87.754230750000005,1,1,0,Canvass,1934,MILWAUKEE,437.496399999999990,493.033799999999990,640.417400000000040,2333.959800000000100,2
2252,1491116,1444502,Risk 1 (High),60657,41.934168819999996,-87.661175420000006,1,1,0,Canvass,1998,LINCOLN,654.835600000000000,287.705199999999990,197.455099999999990,1552.479100000000000,1
2253,1453643,1444652,Risk 1 (High),60604,41.878014489999998,-87.633189029999997,1,1,1,Canvass,1928,JACKSON,422.556800000000010,596.889999999999990,886.967200000000050,1130.397099999999900,2
2254,1473443,1444674,Risk 1 (High),60641,41.960360190000003,-87.754066269999996,1,1,0,Canvass,1934,MILWAUKEE,76.944800000000001,449.516900000000020,659.344799999999960,2300.601400000000000,1
2255,1307392,1444847,Risk 1 (High),60636,41.780104960000003,-87.683810660000006,1,1,0,Canvass,1950,WESTERN,383.067099999999980,394.281499999999990,150.862400000000010,1712.290199999999900,1
2256,1155220,1444948,Risk 1 (High),60622,41.889050370000000,-87.662359150000000,1,1,1,Canvass,1869,NOBLE,678.107200000000030,727.924099999999950,432.431100000000010,2583.780099999999900,1
2257,1435181,1444965,Risk 1 (High),60651,41.894748370000002,-87.764892529999997,1,1,0,Canvass,1922,W,256.654499999999980,250.552300000000000,478.079700000000000,2205.431500000000100,1
2258,1506265,1445212,Risk 1 (High),60634,41.954217579999998,-87.786747239999997,1,1,0,Canvass,1989,NARRAGANSETT,319.302599999999980,894.611899999999990,1380.385199999999900,3164.124800000000100,2
2259,1506235,1445253,Risk 1 (High),60634,41.938304140000000,-87.793571000000000,1,1,0,Canvass,1943,BELMONT,1114.015599999999900,555.829700000000000,773.022100000000020,2166.343400000000200,2
2260,1387420,1445287,Risk 1 (High),60628,41.687697919999998,-87.621118679999995,1,1,0,Complaint,1913,MICHIGAN,614.599399999999950,492.524000000000000,635.354699999999980,2465.587100000000200,1
2261,1501570,1445451,Risk 1 (High),60625,41.968482690000002,-87.691408910000007,1,1,0,Canvass,1987,LAWRENCE,788.481900000000000,505.308400000000010,595.779199999999950,672.711699999999950,2
2262,1418509,1445516,Risk 1 (High),60630,41.976752310000002,-87.728413619999998,1,1,1,Canvass,1991,PULASKI,314.444700000000010,1768.373700000000100,996.368500000000040,1755.061500000000000,2
2263,1471475,1445777,Risk 1 (High),60634,41.953030030000001,-87.769978920000000,0,1,0,Complaint,1965,IRVING,250.597399999999990,192.417399999999990,774.662199999999980,2776.405000000000200,4
2264,1515222,1445833,Risk 2 (Medium),60653,41.809628699999998,-87.607369739999996,1,1,0,Canvass,1984,47TH,311.115700000000000,581.041399999999950,445.950600000000010,2616.353300000000200,1
2265,1496448,1445845,Risk 1 (High),60602,41.882380740000002,-87.624228630000005,1,1,1,Complaint,1899,MICHIGAN,497.688600000000010,495.728799999999980,343.685799999999970,1441.809700000000000,3
2266,1502071,1445861,Risk 1 (High),60652,41.749880310000002,-87.686192770000005,0,1,0,Canvass Re-Inspection,1950,79TH,466.783999999999990,894.457900000000000,772.138900000000040,3048.190000000000100,3
2267,1501933,1445981,Risk 2 (Medium),60620,41.736380050000001,-87.627509219999993,0,1,0,Short Form Complaint,1974,87TH,613.541600000000020,364.235900000000020,565.107700000000020,3256.438299999999800,6
2268,1387717,1446002,Risk 1 (High),60619,41.736772760000001,-87.587803210000004,1,1,0,Canvass,2005,87TH,180.744800000000000,588.806900000000040,762.731400000000010,2662.477199999999800,2
2269,1372590,1446165,Risk 1 (High),60603,41.881982190000002,-87.625641470000005,1,1,1,Suspected Food Poisoning,1910,MADISON,21087.105299999999000,148.148799999999990,168.180399999999990,1389.473500000000100,2
2270,1496936,1446432,Risk 2 (Medium),60652,41.735852240000000,-87.720945709999995,1,1,0,Complaint,2006,COLUMBUS,331.225900000000020,749.298700000000050,461.164199999999990,4487.117500000000300,1
2271,1385490,1446627,Risk 1 (High),60639,41.924014710000002,-87.754949879999998,1,1,0,Canvass,1919,FULLERTON,324.870200000000010,525.654599999999960,300.698699999999970,1988.742199999999900,1
2272,1402109,1446680,Risk 1 (High),60610,41.890072619999998,-87.635597860000004,1,1,0,Short Form Complaint,1999,HUBBARD,519.880900000000000,516.187000000000010,624.860199999999960,1198.956799999999900,2
2273,1439432,1446691,Risk 1 (High),60611,41.893613920000000,-87.622872330000007,1,1,0,Recent Inspection,1987,ST,1185.376100000000000,806.530499999999960,367.414699999999980,1531.680100000000000,3
2274,1399271,1446767,Risk 1 (High),60625,41.968363240000002,-87.694868499999998,1,1,0,Canvass,1987,TALMAN,338.107500000000020,726.443700000000040,208.842199999999990,1452.154199999999900,1
2275,1493325,1446770,Risk 1 (High),60625,41.973871590000002,-87.691789839999998,1,1,0,Canvass,1904,LINCOLN,181.705299999999990,728.893000000000030,634.579600000000030,1492.463299999999900,1
2276,1418576,1446810,Risk 1 (High),60659,41.985813909999997,-87.689664190000002,1,1,0,Canvass,1924,WESTERN,100.395600000000000,781.804800000000000,696.854500000000030,2282.527500000000100,2
2277,1441298,1446902,Risk 2 (Medium),60657,41.936414700000000,-87.644127990000001,0,1,0,Short Form Complaint,1911,BROADWAY,395.684800000000000,322.397800000000020,248.861999999999990,1995.704999999999900,3
2278,1496819,1447281,Risk 2 (Medium),60618,41.944881070000001,-87.712805090000003,1,1,1,Canvass,2006,KIMBALL,454.128100000000020,1477.336600000000100,909.084700000000000,2247.061499999999800,1
2279,1512652,1447323,Risk 1 (High),60609,41.808667770000000,-87.669768899999994,1,1,0,Canvass,1924,47TH,745.368000000000050,570.861200000000050,312.387800000000030,3276.669199999999800,3
2280,1418523,1447363,Risk 1 (High),60659,41.982933189999997,-87.710982250000001,1,1,0,Canvass,1930,BRYN,383.058400000000010,393.197799999999970,386.091299999999990,3415.003099999999900,3
2281,1512434,1447435,Risk 1 (High),60637,41.791404739999997,-87.589777839999996,1,1,0,Canvass,1905,57TH,1290.082100000000100,958.037500000000020,756.825000000000050,3049.263300000000100,2
2282,1512642,1447643,Risk 1 (High),60629,41.778606150000002,-87.736591640000000,1,1,0,Canvass,1950,63RD,317.682900000000020,667.559399999999980,295.246699999999980,4928.346200000000000,2
2283,1325306,1447811,Risk 1 (High),60624,41.866265259999999,-87.726330599999997,1,1,1,Canvass,2009,ROOSEVELT,229.079000000000010,468.502099999999980,478.619800000000000,2392.127199999999900,2
2284,1383463,1447923,Risk 1 (High),60601,41.887556040000000,-87.619655089999995,1,1,0,Canvass,1989,WACKER,432.293999999999980,1005.779700000000000,696.342200000000050,895.547800000000050,2
2285,1459807,1447978,Risk 1 (High),60640,41.969192710000002,-87.659823149999994,1,1,0,Canvass,1906,BROADWAY,260.973799999999980,498.364700000000030,238.222600000000000,298.094699999999990,1
2286,1307293,1448062,Risk 1 (High),60629,41.765584220000001,-87.722582290000005,1,1,0,Complaint Re-Inspection,1948,PULASKI,130.359900000000010,612.468799999999990,186.180800000000000,4819.251500000000300,2
2287,1447365,1457904,Risk 1 (High),60606,41.878223239999997,-87.634247380000005,1,1,1,Canvass,1970,JACKSON,187.074700000000010,692.476800000000030,804.986800000000020,1325.604300000000000,1
2288,1493316,1470830,Risk 1 (High),60657,41.934631809999999,-87.661397210000004,1,1,0,Canvass,1933,LINCOLN,463.772400000000000,300.194799999999990,206.332400000000010,1730.183500000000100,1
2289,1343603,1470843,Risk 1 (High),60613,41.953778829999997,-87.649859559999996,1,1,1,Canvass,1928,BROADWAY,1062.408899999999900,506.384300000000000,227.440499999999990,1911.484500000000000,1
2290,1236193,1470908,Risk 1 (High),60659,41.987791760000000,-87.703250969999999,1,1,0,Canvass,1963,LINCOLN,434.180600000000030,575.188400000000000,179.922400000000010,2792.451200000000000,1
2291,1473965,1470960,Risk 1 (High),60610,41.890161370000001,-87.628849239999994,1,1,1,Short Form Complaint,1925,HUBBARD,443.075300000000030,409.267100000000030,784.429499999999960,318.812400000000030,3
2292,1512998,1471047,Risk 1 (High),60614,41.913129669999996,-87.652817299999995,1,1,0,Canvass,1989,CLYBOURN,143.129200000000000,510.408900000000020,259.259700000000010,1729.985600000000000,2
2293,1493962,1472843,Risk 1 (High),60639,41.909482189999999,-87.748698309999995,0,1,0,Canvass Re-Inspection,2006,NORTH,313.797700000000020,499.760800000000020,587.190399999999950,401.437799999999980,2
2294,1512830,1472957,Risk 1 (High),60603,41.880687880000004,-87.625643499999995,1,1,0,Canvass,1972,MONROE,263.672800000000000,564.023500000000010,544.102099999999950,1212.610400000000000,2
2295,1496565,1473101,Risk 1 (High),60654,41.890684739999998,-87.627885000000006,1,1,0,Canvass,1992,STATE,477.934100000000000,207.174600000000000,653.781100000000040,627.628900000000040,1
2296,1480458,1473123,Risk 2 (Medium),60608,41.864646729999997,-87.686002509999994,1,1,0,Complaint,1894,OGDEN,273.022299999999970,891.610500000000000,319.139200000000020,2255.927000000000100,1
2297,1372487,1473187,Risk 1 (High),60607,41.884230379999998,-87.651343049999994,1,1,0,Canvass,2006,RANDOLPH,396.301899999999990,525.650999999999950,568.466500000000000,1584.388600000000000,1
2298,1512838,1473196,Risk 1 (High),60625,41.966551469999999,-87.688988850000001,0,1,0,Complaint Re-Inspection,1917,WESTERN,338.107500000000020,376.932900000000020,559.147799999999960,1286.429400000000000,3
2299,1482458,1473214,Risk 1 (High),60640,41.973167279999998,-87.657437819999998,0,1,0,Canvass Re-Inspection,1916,ARGYLE,54.264699999999998,367.649400000000010,415.298900000000000,1348.214800000000000,4
2300,1473770,1473375,Risk 1 (High),60638,41.793614509999998,-87.775302510000003,1,1,0,Canvass,1988,ARCHER,233.327499999999990,1035.118700000000000,751.851999999999980,2813.705599999999800,1
2301,1496247,1473478,Risk 2 (Medium),60623,41.842602530000001,-87.705127809999993,1,1,0,Canvass,1979,KEDZIE,122.771900000000000,390.616600000000010,588.122499999999950,2473.259300000000200,1
2302,1491040,1473482,Risk 2 (Medium),60632,41.825811369999997,-87.685344209999997,1,1,0,Complaint,1966,ARCHER,574.716599999999970,974.411100000000030,680.384400000000030,3692.895100000000200,1
2303,1473929,1473486,Risk 2 (Medium),60613,41.954258250000002,-87.663216039999995,0,0,0,Short Form Complaint,1953,IRVING,269.361699999999980,560.074299999999990,781.332199999999940,2170.584400000000200,3
2304,1115256,1473487,Risk 2 (Medium),60652,41.750153230000002,-87.703191520000004,1,1,0,Canvass,1974,COLUMBUS,593.681299999999960,581.310100000000030,323.028599999999980,4229.375900000000000,1
2305,1393304,1473489,Risk 2 (Medium),60614,41.925107150000002,-87.663386910000000,0,1,0,Complaint,1974,FULLERTON,310.794500000000030,332.694200000000020,344.483400000000020,2007.151499999999900,3
2306,1498090,1473491,Risk 2 (Medium),60622,41.895863319999997,-87.686192009999999,1,1,0,Canvass,1975,CHICAGO,315.269700000000000,405.696000000000030,494.295399999999970,1915.938699999999900,2
2307,1480457,1473493,Risk 2 (Medium),60608,41.864646729999997,-87.686002509999994,1,1,0,Complaint,1894,OGDEN,234.489299999999990,891.610500000000000,319.139200000000020,2255.927000000000100,1
2308,1473567,1473497,Risk 2 (Medium),60625,41.968486519999999,-87.690846359999995,1,1,0,Canvass,1993,LAWRENCE,247.729199999999990,527.258900000000040,680.825399999999950,597.635599999999950,1
